y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
29.59,14.1,114.6,0.51647,2.0582,77,71,14,13,3,0,0,0,77,85,51,44,28,18,38,73,21,7,1,0,82,78,25.79
35,4.4,73.7,0.50898,3.13073,78,80,61,69,53,63,59,74,31,16,22,6,13,4,7,0,1,1,1,0,49,47,30.85
24.97,52.3,108.8,7.53339,0.40257,1,0,1,2,2,7,0,6,2,1,1,0,0,3,91,0,2,4,73,66,0,1,22.17
35,0,64.7,0.4194,3.38908,79,83,62,71,52,64,58,70,30,14,23,9,12,7,1,1,0,1,0,6,50,46,36.9
26.86,40.9,108,0.17564,0.35187,66,61,2,0,4,6,25,25,91,94,83,80,41,45,1,7,1,0,0,22,0,0,32.25
13.89,63.3,102.9,1.93602,0.5409,2,5,1,0,10,10,18,18,0,2,0,2,0,2,4,0,96,76,81,80,0,0,7.37
31.76,15,93.2,0.29443,0.34419,57,62,16,31,44,59,59,73,53,41,36,20,20,14,0,5,1,0,1,6,70,41,31.94
12.4,4.3,89.6,0.41298,0.73627,2,16,3,2,0,2,3,3,62,52,56,44,29,22,33,1,4,2,4,1,0,2,26.28
13.3,67.6,109.1,0.16369,3.2297,0,0,0,1,0,3,9,11,4,2,0,0,1,6,98,70,1,0,88,84,4,0,16.32
26.27,18.8,116.8,0.06649,0.11347,1,0,1,1,4,1,2,5,91,99,69,84,40,60,49,1,0,0,28,23,0,0,20.99
15.36,27.4,116.6,0.10095,0.29433,0,0,2,1,21,13,50,53,91,94,81,80,45,44,46,54,47,44,1,0,93,93,14.72
16.67,39.6,105.5,1.31435,0.19898,9,10,4,12,5,10,14,11,4,0,0,1,2,0,0,1,97,76,79,68,0,1,12.82
22.46,0.7,142.5,0.4443,1.05845,49,44,0,1,33,30,64,65,53,57,26,31,18,21,11,0,5,5,4,1,81,79,27.6
11.82,80.2,99.4,0.39551,0.73476,4,10,5,1,1,1,6,8,0,0,0,0,2,2,100,87,3,73,80,82,2,0,6.91
13.19,32.4,102.2,0.15038,0.89689,8,6,0,4,6,0,23,21,98,98,94,93,76,80,73,64,39,48,50,30,0,0,24.12
23.5,43.3,91.1,0.62455,0.02988,22,25,13,13,8,13,19,20,2,0,0,2,4,1,0,5,1,1,58,56,96,98,13.04
12.5,13.4,99.5,0.14768,1.84301,1,0,1,1,2,2,5,3,1,1,0,1,0,1,82,3,2,3,59,48,4,0,15.62
15.79,15.3,96.2,0.48441,0.10544,9,10,7,0,0,2,2,1,0,0,0,3,1,0,4,2,0,0,3,0,1,0,12.33
17.38,55.1,111.2,0.28088,0.32275,1,12,0,0,5,1,16,8,2,0,1,1,2,2,80,1,2,6,67,63,100,98,16.98
23.97,57.4,110.9,0.79361,0.83769,3,6,6,2,8,2,6,5,95,97,73,75,56,62,94,83,67,56,60,39,95,98,21.46
31.52,72.3,105,8.23543,0.85471,53,48,1,4,1,3,5,8,0,4,1,2,0,3,59,16,1,0,52,14,0,3,19.59
26.86,87.8,86,0.42036,2.87983,16,7,5,3,6,4,9,4,3,0,0,0,5,1,1,0,6,2,79,75,3,0,21.82
9.02,2.9,1,0.24902,0.84846,18,0,2,1,0,4,6,1,0,0,1,1,3,0,2,5,0,2,0,2,0,5,5.84
33.75,67.8,108.1,4.77174,0.85136,50,50,5,0,4,9,24,24,4,0,2,1,2,1,67,34,3,0,2,37,2,2,21.43
35,30,120.5,0.1449,0.83081,34,31,0,0,1,2,5,1,75,87,45,62,33,40,6,0,36,7,5,2,97,97,30.73
35,20.7,82,0.07858,0.1019,63,61,16,29,44,60,64,81,54,40,32,20,27,15,4,0,7,6,0,0,71,40,40.44
28.49,0,102.6,0.60364,0.80325,64,63,2,3,47,51,62,70,63,61,45,44,27,19,7,1,4,0,0,0,72,62,31.88
23.07,8.9,79.9,0.08083,0.08769,0,0,0,0,5,0,1,7,72,74,70,60,62,46,0,2,4,5,4,5,80,67,34.4
19.96,18.4,115.2,0.60101,0.73514,51,51,10,2,35,37,68,66,50,58,24,19,3,4,76,100,7,44,2,2,3,0,32.97
8.69,0,0,0.18147,0.24032,0,3,2,6,1,2,6,0,1,2,0,0,0,4,2,3,6,0,1,0,1,0,3.63
15.64,11,102.7,0.08247,0.69559,0,18,0,0,1,1,1,5,63,56,53,42,28,23,35,0,0,0,3,5,0,1,29.92
19.04,5.5,120,0.50547,0.40979,53,53,9,8,36,36,69,60,50,58,30,21,5,2,84,98,6,43,0,0,0,0,39.7
35,4.9,125,0.21242,0.26096,11,22,1,14,32,44,45,67,51,43,25,13,13,6,6,35,23,10,3,0,72,54,38.67
10.43,0,1,1.39153,0.74263,1,7,1,0,0,0,2,1,1,0,0,0,0,0,0,4,6,2,1,4,2,0,7.7
19.31,39.4,96.9,0.07695,0.56512,21,18,5,0,2,0,7,18,4,0,3,0,0,0,61,33,2,0,4,23,97,99,15.42
14.93,34.4,114.8,0.66209,1.25526,1,1,0,1,0,0,0,0,94,96,81,88,50,58,1,4,58,51,88,84,100,93,21.82
24.72,7.5,96.2,0.68786,0.36046,89,86,21,35,55,75,72,89,28,21,16,9,20,5,22,49,3,4,3,3,0,0,37.6
14.51,66.4,93.1,0.08825,0.15322,3,6,2,2,4,4,19,13,1,3,3,0,1,0,0,3,2,69,79,67,0,0,13.77
28.68,60.6,103.2,0.86948,0.58568,0,0,0,3,1,5,8,4,100,100,100,94,83,86,85,47,3,0,36,41,1,4,8.14
9.63,17.5,95.2,0.37524,0.90315,17,15,15,13,31,38,61,61,76,71,50,42,27,27,70,49,36,38,30,7,1,0,32.72
35,0,124.8,0.62915,0.32665,61,63,4,3,21,12,38,27,70,95,36,58,28,38,15,0,0,3,0,0,0,1,30.25
15.21,10.6,100.3,0.3509,0.90508,1,2,1,7,2,0,22,12,100,98,97,97,32,43,2,0,0,1,0,6,99,100,7.14
16.87,76.5,102.1,0.03472,0.24391,7,5,0,0,4,2,15,11,1,0,0,0,0,1,0,0,0,72,78,74,0,0,13.73
28.68,22.6,98.5,0.41599,0.87948,32,23,7,7,4,4,0,5,3,1,1,0,0,3,1,4,81,0,0,0,0,0,16.69
10.82,5.8,108.1,0.50567,0.22557,1,0,0,0,3,1,0,5,66,64,55,52,33,33,1,1,0,0,5,1,0,0,39.43
30.17,9.2,64,0.19641,0.83471,73,74,46,51,33,38,45,53,0,0,3,0,1,0,0,2,0,1,3,0,94,94,40.09
18.59,4,107.5,0.10151,2.09431,39,31,13,10,0,0,0,1,0,0,0,0,4,1,3,0,0,4,4,1,0,0,36
26.27,72.5,106.1,0.28796,0.21014,12,7,3,2,6,0,17,12,99,99,100,100,72,82,2,0,1,72,64,62,0,3,8.66
24.75,18.9,111.5,0.64034,0.56943,11,11,12,11,21,14,39,33,80,87,38,60,18,25,28,6,0,0,1,3,100,94,21.71
18.49,45.8,104.4,0.1431,1.27606,9,2,6,13,19,15,26,21,92,88,67,60,41,41,0,17,2,2,34,32,99,99,17.28
23.87,93.3,98.2,0.80531,1.02489,14,6,5,0,4,1,9,9,3,3,0,2,7,2,0,0,3,5,85,76,0,4,12.15
25.74,86.5,105.9,0.26755,0.63905,0,7,0,0,3,1,15,7,88,96,71,79,47,56,78,69,44,60,48,33,99,98,15.97
24.36,9,113.5,2.15166,0.76912,0,2,2,0,5,4,0,4,50,57,31,38,18,12,0,0,0,4,0,0,4,1,17.1
17.11,0,105.7,0.10067,1.66999,36,30,13,3,3,1,1,3,1,0,0,1,1,0,4,5,0,7,0,2,0,1,34.29
32.72,0,0,0.17093,0.30164,11,8,12,15,28,35,61,35,0,0,0,1,5,3,0,1,5,0,0,0,0,0,0
13.67,65.5,101.8,1.22635,0.92528,4,4,5,1,0,4,4,4,0,0,3,0,1,0,99,77,1,4,88,84,0,0,3.46
12.39,3.8,102.5,0.90295,0.3276,0,1,0,0,3,1,2,0,92,96,73,88,19,20,0,1,1,0,3,5,1,0,34.59
18.38,69.9,96.8,0.41885,0.27685,2,0,10,7,5,3,4,4,96,100,98,96,97,100,0,0,4,2,74,64,0,0,6.08
21.02,0,140.2,0.6594,0.67521,51,48,5,6,7,1,51,52,51,57,24,30,22,17,0,4,0,0,0,0,84,89,39.85
24.44,74.5,96.7,0.1311,4.3721,5,6,4,5,2,3,3,4,1,0,0,1,0,0,100,63,1,1,84,78,99,100,9.42
25.81,6.7,101.5,0.90911,0.68222,13,6,3,0,0,3,27,13,3,1,0,2,2,0,2,0,2,2,6,2,97,100,19.09
35,11.5,114.5,0.63754,0.99761,16,11,15,10,21,17,49,32,80,92,43,57,17,25,34,1,6,4,1,0,96,98,24.63
10.61,24.5,106.1,0.50503,0.8487,15,9,5,0,0,2,14,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10.97
13.68,0,96.4,0.30347,0.44452,1,0,6,6,0,4,0,1,54,34,20,10,11,7,4,3,0,0,0,2,48,28,39.71
28.98,33.9,96.4,0.23438,0.40275,65,64,0,0,2,8,24,27,90,92,80,85,46,44,3,0,0,0,1,22,0,0,19.62
16.25,12.4,0,0.10064,0.0302,25,0,1,1,4,0,53,29,0,0,0,1,0,6,0,6,0,3,3,6,0,0,5.46
7.72,6.9,0,0.1955,0.37237,0,1,1,3,0,0,4,4,0,2,4,0,0,0,0,1,5,0,0,1,1,0,0
16.59,19.9,117,0.70345,0.91822,0,2,3,5,3,3,44,36,80,85,59,74,33,28,48,38,48,34,55,57,96,97,23
25.97,52.8,82.7,0.41454,0.54748,63,60,26,25,38,38,69,63,1,2,2,0,0,0,0,3,3,0,2,0,0,0,23.21
12.09,13.6,95.4,0.5358,0.51955,13,8,5,3,5,10,0,1,0,0,0,0,1,1,62,42,0,0,49,37,2,1,13.41
17.83,20.5,106.4,0.35087,0.38608,17,17,1,0,14,11,26,25,69,76,45,51,12,10,0,3,4,4,1,0,93,89,33.62
35,4.1,75.7,0.13441,0.65968,78,72,49,49,38,45,45,60,1,0,0,0,2,0,0,2,0,1,0,0,93,94,36.6
17.94,22.5,90.8,0.2002,0.60882,0,0,7,6,2,6,2,0,0,4,0,3,2,0,4,5,7,1,31,35,97,99,8.74
23.66,11.4,104.5,0.32573,1.54821,62,60,4,2,19,7,34,25,66,71,42,35,25,18,1,7,1,2,58,1,0,2,25.27
10.33,22.3,104.2,0.606,0.7478,14,2,4,1,4,6,15,13,0,0,2,0,1,1,0,5,0,4,3,1,0,0,14.76
26.72,0,111.7,2.34953,1.48386,1,0,2,2,1,1,0,0,48,57,32,40,17,16,3,2,0,3,0,0,0,0,21.74
14.49,81.6,93.5,0.72685,0.40992,10,14,4,6,2,0,3,2,0,1,2,0,4,0,3,5,6,0,88,89,0,0,17.77
35,33.4,83.4,0.23875,0.37102,56,55,21,24,29,29,49,45,98,98,91,89,54,66,1,0,0,0,61,41,98,99,21.74
16.03,55.9,85.2,0.50704,0.24842,19,21,13,12,9,10,23,22,0,4,0,0,0,0,0,0,1,2,61,49,98,100,12.96
35,71.9,107.4,4.98518,0.55345,51,49,0,0,8,7,21,27,4,3,1,1,0,0,64,34,0,1,3,35,0,3,34.61
20.37,94.7,108.5,0.01681,0.76196,6,2,2,0,3,6,14,13,93,93,72,79,48,53,78,71,47,60,51,32,95,100,20.13
13.53,72.4,99.2,0.30356,0.15622,16,12,2,0,3,5,8,5,0,0,0,0,0,3,100,81,0,5,76,87,0,1,15.66
15.05,11.5,120.3,0.31837,0.28663,0,2,1,4,0,1,4,1,67,68,58,52,36,26,3,0,4,0,4,0,4,0,39.86
18.74,62.1,102.7,0.28294,0.1719,0,4,2,5,1,1,4,6,3,1,0,1,1,0,0,0,94,59,79,80,0,0,14.26
18.03,73,102.7,7.52229,0.43796,4,2,2,0,0,0,0,2,3,0,2,5,0,4,90,1,1,3,70,69,0,0,24.59
15.43,14.5,119.5,0.60144,0.99854,1,0,1,3,3,0,42,41,76,90,59,69,33,30,47,37,50,33,54,55,94,95,26.49
35,24.3,88,0.39111,0.39517,29,27,11,10,16,14,23,24,98,100,85,91,45,57,23,4,1,15,1,0,0,0,16.72
24.69,81,117.4,0.11758,2.34347,5,3,1,3,1,3,18,10,90,95,69,81,46,53,77,74,46,56,45,33,100,96,16.39
16.15,29,94.1,0.72633,0.50077,23,19,14,12,17,17,32,36,81,91,72,77,40,38,2,2,0,1,7,4,97,95,19.25
7.9,0,0,0.2002,0.80552,8,1,5,6,9,8,25,21,5,0,0,0,0,6,3,0,5,0,1,0,0,1,6.52
15.44,41.5,85.3,0.48831,0.05005,22,19,13,17,7,12,21,20,1,2,0,0,0,1,0,5,0,0,62,53,100,100,10.1
25.21,80.9,100.1,4.39608,1.28596,11,9,5,0,2,1,1,8,0,1,1,1,1,0,3,0,100,91,82,78,99,97,4.91
29.66,3.5,87.2,0.27515,0.51329,99,97,13,24,25,38,44,70,69,54,52,39,41,25,5,1,2,1,0,0,0,0,34.01
16.91,44.7,97.1,0.51973,0.6476,9,7,4,5,7,4,22,14,2,0,3,2,0,0,6,4,89,81,1,1,100,100,13.77
25.86,17,98.7,0.49367,0.71836,81,85,19,24,49,47,66,65,35,28,13,10,9,0,38,66,21,24,1,3,60,53,47.38
18.34,95.1,106.9,0.35925,1.09123,9,5,0,3,7,12,10,6,96,98,96,97,85,92,94,90,75,75,69,24,0,0,8.81
27.42,29.2,97.6,0.47373,2.13665,64,63,5,0,8,5,22,23,90,94,81,85,41,40,0,3,0,0,1,17,0,0,19.57
31.75,0,0,0.93226,0.31069,20,7,0,5,3,1,52,29,0,2,1,1,1,7,2,1,0,1,5,0,3,0,2.15
19.58,11.3,97.3,0.05931,0.77136,0,15,7,3,3,2,7,0,66,54,56,50,29,24,38,0,0,3,0,0,0,1,31.65
20.24,64,106.3,0.06149,1.32984,7,10,5,8,5,3,7,4,100,100,100,93,93,94,1,0,4,3,3,7,5,0,8.47
17.38,37.3,100.5,0.02869,0.98145,20,16,12,9,32,42,58,67,79,78,55,46,27,24,70,56,39,37,33,11,1,0,18.45
14.43,45.7,94.5,0.48049,0.07371,8,3,5,0,4,0,3,0,0,0,4,4,3,0,0,0,1,0,7,5,3,0,18.61
30.73,9.5,114.8,0.24166,0.39296,61,60,0,1,5,0,45,56,87,93,50,54,17,20,23,1,6,0,1,0,1,0,26.09
35,24.1,101.8,6.4281,0.42849,22,26,7,7,6,5,21,17,98,99,99,95,48,43,2,2,4,56,73,41,0,2,8.66
14.51,35.4,98.3,0.40407,0.47632,33,18,16,9,0,3,0,0,2,0,0,1,1,7,1,0,85,1,0,3,5,4,2.73
15.97,73.1,104.4,2.51382,0.235,5,8,6,0,6,4,14,16,0,0,0,3,4,0,0,5,98,81,81,77,0,0,8.52
29.09,13.2,53.5,8.08258,0.10404,63,54,57,54,0,3,2,1,0,0,0,0,0,3,6,5,0,1,0,7,0,0,32.1
14.42,61.4,87.1,0.23368,0.55679,24,12,3,5,12,4,25,18,2,0,0,0,0,0,0,15,2,0,1,19,98,98,17.52
22.26,32.2,84.4,0.43344,0.41282,9,10,9,8,20,17,43,34,100,100,96,100,64,71,1,0,1,3,55,50,0,2,3.99
18.94,55.8,104.2,1.22255,0.67237,17,15,7,7,7,2,8,13,0,0,2,1,4,1,0,0,99,76,71,72,0,0,7.68
22.4,47.3,107.9,0.04725,0.88635,34,31,0,0,0,0,34,34,91,96,86,82,64,67,67,53,30,24,30,9,100,99,18.47
29.09,35.6,102.3,1.12363,0.78715,92,86,0,1,0,1,3,0,99,100,93,93,81,69,1,0,2,6,1,0,0,1,27.08
17.49,58.8,94.4,7.51984,0.48228,6,0,4,1,1,1,0,0,1,1,0,1,4,1,96,1,1,0,71,70,0,0,12.88
19.65,82.5,108.6,0.04282,1.06165,5,5,2,8,11,7,23,18,95,95,91,94,58,74,48,4,2,0,2,7,97,100,25.02
26.14,37.1,82.2,0.36308,0.53959,60,60,28,28,39,41,66,68,5,2,0,0,0,4,0,2,5,4,2,0,0,0,15.3
22.36,0,104,0.24207,0.67923,1,0,2,3,3,0,44,71,64,42,48,25,38,19,26,28,16,12,5,1,73,57,41.15
22.33,74.7,99.8,0.3782,0.19074,16,13,10,11,17,10,26,19,0,3,0,1,5,5,0,1,0,0,0,2,0,4,19.25
16.13,10,92.8,0.34954,0.70052,10,4,3,3,1,6,31,19,1,0,1,0,2,0,1,1,0,6,0,2,97,99,19.03
35,22.9,89.8,9.40998,0.86729,28,26,13,15,47,31,62,56,79,91,46,51,30,33,73,56,36,33,31,14,94,100,20.95
18.98,38.4,101.6,0.57098,0.83611,10,8,0,1,3,2,26,24,100,96,99,99,89,88,42,5,37,36,0,0,100,100,24.12
18.71,67.7,100,0.03651,0.78494,13,10,1,5,5,5,4,5,96,99,98,99,91,98,5,4,0,2,0,3,3,1,5.96
27.13,16.3,114.9,0.18549,1.26519,51,48,8,3,14,9,29,22,74,86,65,71,49,57,6,0,0,0,0,0,81,88,23.91
14.82,55.8,105.7,0.8352,1.88066,1,2,0,0,12,11,41,33,0,0,1,0,0,2,6,1,3,3,55,62,97,94,19.56
13.74,9.7,109.6,0.2715,0.67731,0,0,3,0,4,1,0,0,78,78,65,66,42,38,53,46,0,3,0,0,89,88,23.76
14.62,82.2,100.7,0.45965,0.42145,6,6,3,3,4,2,2,3,5,0,0,1,2,0,100,74,5,5,84,85,0,0,18.66
16.02,45.1,98,0.10339,1.10406,2,3,6,3,0,1,1,3,95,94,92,97,63,69,81,87,3,1,78,82,100,100,6.46
15.22,72.7,103.5,0.44666,0.20059,4,9,6,4,0,5,5,2,1,0,0,4,0,0,97,81,2,0,86,88,0,0,5.12
17.29,0,100.9,0.09571,0.12047,0,1,26,25,33,22,62,63,68,63,51,41,34,20,3,0,4,1,0,0,0,0,31.15
20.37,1.4,122.8,1.30446,0.34141,49,51,6,5,5,5,50,50,47,62,28,28,16,13,0,0,1,0,0,5,89,84,28.32
16.5,75.1,111.2,0.09025,1.12231,6,8,4,5,5,4,6,4,0,1,0,3,3,0,98,82,0,3,80,77,100,100,6.35
15.3,43.1,88.1,0.301,0.29865,11,9,9,13,15,15,35,42,96,99,93,100,65,72,0,0,1,2,57,53,0,2,2.13
33.09,6.3,64.2,0.42734,0.43262,85,90,39,39,48,47,64,70,0,2,2,1,1,0,4,0,0,0,0,2,1,0,18.41
17.96,48.5,114.9,0.25258,0.40804,6,22,0,0,0,0,1,0,4,5,4,1,0,0,2,1,2,1,0,1,4,4,5.73
20.79,13.5,113.2,0.28911,1.02899,32,37,13,10,26,27,43,47,82,80,56,51,32,32,0,0,3,0,0,0,0,0,23.54
14.39,63,95.5,0.46824,1.19479,14,13,3,0,3,6,4,9,2,2,1,0,3,4,96,81,0,0,79,79,0,0,13.51
23.82,12.7,86.3,0.15384,0.10846,20,23,26,20,24,28,21,36,32,33,30,25,24,8,2,1,0,0,3,2,1,0,31.56
26.59,0,76.3,0.43224,0.82906,91,87,28,32,48,48,69,69,0,1,0,1,0,4,6,1,2,2,1,0,0,1,25.78
16.26,6.8,98.5,0.26342,0.0901,4,1,0,5,5,3,20,16,0,2,5,0,0,0,3,0,0,0,74,80,0,0,14.4
8.84,100.8,107.8,0.23469,0.72613,5,5,1,1,0,1,12,14,0,0,0,0,3,0,0,2,0,0,0,3,0,3,14.34
13.48,53.2,96.8,0.62607,0.53408,12,14,4,10,0,8,9,11,0,0,0,1,0,0,2,2,97,77,73,71,1,0,5.95
8.77,13.2,119.5,0.48702,0.61389,22,11,6,3,0,0,25,23,0,1,0,1,3,6,0,0,1,5,1,0,0,0,17.34
25.56,74.3,104.6,0.50026,0.50647,12,9,4,6,1,7,14,11,98,100,98,100,67,86,1,0,0,73,60,60,1,0,12.51
15.58,65.3,95.6,0.63036,0.16182,4,7,7,0,1,3,5,3,0,3,0,0,1,0,98,76,5,0,83,86,0,0,3.79
25.54,0,140.5,0.44311,1.04565,2,7,0,5,16,18,62,77,47,52,24,20,16,13,0,1,0,5,1,0,0,0,35.87
35,49.7,98.6,5.44575,0.03722,23,29,3,0,12,13,14,10,99,99,93,99,86,92,0,1,0,0,57,60,99,99,8.33
35,50.4,101.2,0.90877,0.39277,8,6,6,4,8,0,24,12,91,99,100,93,73,80,1,0,2,0,48,63,100,100,8.9
15.55,24.1,90.1,0.28738,0.54990000000000006,22,17,10,15,19,18,38,36,83,89,71,76,39,36,7,3,2,1,6,0,100,99,13.08
14.22,113.3,99.2,0.691,1.34384,15,14,7,2,2,9,10,9,1,0,0,0,1,0,100,77,5,62,83,80,1,0,13.39
21.91,1.2,104.1,0.56207,1.8916,0,3,0,2,5,10,45,35,97,100,63,74,47,59,0,0,2,0,2,0,100,100,24.03
35,23.9,73.2,0.13912,0.4361,60,63,37,35,29,38,52,53,67,65,47,55,33,28,0,2,3,2,2,0,76,72,35.04
17.99,23.7,98.1,0.61374,1.73205,31,34,6,16,15,11,0,4,0,0,1,0,0,6,0,0,0,4,1,0,3,3,22.12
25.43,52.3,103.2,0.40863,0.67446,22,28,15,9,3,2,3,0,100,99,96,100,95,96,0,1,100,82,39,55,100,100,31.15
22.4,0,129.4,0.42184,0.29886,48,48,8,7,6,3,51,52,49,62,23,31,24,17,0,0,4,2,5,1,80,89,28.52
18.36,97.5,119.7,1.11361,0.63252,2,18,1,0,0,6,7,6,0,0,0,0,1,1,0,0,0,5,7,0,0,0,10.89
15.5,57.8,104.5,0.35276,1.06388,4,1,0,0,3,1,0,5,94,94,93,94,70,69,88,88,0,1,79,83,98,98,22.68
22.7,72.8,89.9,0.06544,0.0798,18,18,13,15,9,19,8,19,2,5,1,0,0,3,4,0,99,77,57,58,0,0,5.29
10.11,57,94,0.46997,1.59325,5,5,0,0,0,1,1,1,1,0,2,2,3,0,0,96,4,4,86,89,1,1,21.16
11.47,55.6,96.8,0.40978,1.02537,5,5,0,1,4,0,22,22,98,100,82,91,64,73,1,2,4,2,40,50,98,99,14.3
23.48,53.3,93.6,0.21862,0.20217,15,22,4,8,7,5,15,11,0,1,0,1,1,0,0,5,94,65,67,82,0,0,20.03
35,7.3,117.9,0.44526,0.3203,59,58,4,3,24,15,42,36,74,96,38,56,24,37,13,3,5,0,2,0,3,3,31.71
23.27,79.5,103.7,0.38112,0.69941,5,6,3,1,0,1,0,7,0,1,0,3,1,5,0,3,1,0,81,84,0,0,20.67
15.73,80,101.7,0.03217,1.1378,3,3,0,1,0,0,3,9,4,0,0,0,1,5,96,82,2,2,87,91,0,0,7.85
14.33,62.1,104,0.15456,0.76172,8,6,7,8,4,11,24,24,86,97,80,88,48,65,45,26,26,17,20,12,0,1,22.66
33.06,9.4,75.9,0.49591,3.24797,79,81,60,72,51,69,63,72,30,18,19,13,12,4,6,0,3,1,0,0,47,47,26.45
31.02,34.2,111.6,0.30071,0.64275,14,7,0,0,2,3,18,14,0,1,1,0,4,0,1,0,2,1,0,1,0,2,5.61
27.52,84.9,100.5,0.45219,1.49685,12,10,2,1,6,3,10,3,1,2,1,0,0,4,0,0,0,6,81,73,3,0,12.67
20.26,80.8,105.2,0.57161,0.32351,0,2,6,6,6,4,12,7,98,100,100,99,91,94,0,1,5,4,75,67,97,100,10.97
35,0.8,107.1,0.77575,0.85018,0,1,2,0,2,3,45,73,68,40,49,25,39,14,20,30,12,7,2,0,75,52,22.2
20.65,7.6,15.3,0.34189,0.95427,2,4,1,0,1,0,2,1,0,2,0,0,1,5,7,0,1,2,5,2,4,0,47.11
21.28,2.5,82.5,0.5831,0.33935,87,88,19,40,56,73,75,82,27,26,19,7,18,5,14,51,4,4,0,0,1,0,40.88
16.76,15.5,92,0.03928,1.63263,28,41,7,13,13,14,2,4,3,3,0,2,3,0,0,2,0,5,0,6,1,0,15.54
16.67,35.8,111.1,0.05322,1.14086,9,4,3,12,19,14,24,21,91,89,64,60,43,37,0,21,2,1,32,31,100,99,19.26
9.6,0,0,0.25592,1.69916,14,38,1,0,4,6,5,2,0,0,0,0,0,2,3,0,2,1,2,6,0,0,0
13.6,74.9,95.6,0.03326,0.29593,15,13,3,2,3,4,1,3,0,0,0,0,3,0,1,0,2,0,92,93,1,0,12.32
23.55,9.8,103.7,0.11216,0.12362,54,59,4,13,32,44,50,55,75,74,52,44,26,21,32,56,25,13,6,4,92,80,32.86
33.29,15.3,142.9,0.83229,1.57786,14,17,4,0,6,1,27,13,81,83,67,76,33,30,0,0,1,0,3,2,92,87,17.66
19.06,37.7,96.2,0.57093,0.9949,1,0,0,0,3,0,6,4,0,3,0,0,0,5,1,4,4,0,33,35,99,100,24.39
11.02,0,100.7,0.83521,0.10499,0,1,1,3,4,1,3,0,87,95,69,86,18,26,1,0,0,1,1,0,2,0,29.98
24.48,55.6,97.8,0.22958,0.21096,10,0,12,0,4,2,20,18,95,97,99,100,76,79,4,2,1,3,49,63,100,98,14.79
16.95,67.5,92.8,0.19971,0.77439,10,11,5,1,0,1,1,5,0,1,1,0,3,1,0,0,1,4,93,93,1,0,7.61
10.12,59,87.8,0.49928,2.08871,2,5,3,0,1,4,0,0,0,0,1,0,4,1,0,93,5,0,83,90,0,0,5.41
15.34,6.5,112.6,0.46201,0.22743,2,0,0,2,0,0,0,2,66,67,59,49,35,25,0,0,0,2,0,0,0,0,46.51
21.62,69.9,89,0.3745,0.29128,15,15,10,10,15,13,29,24,0,0,0,5,1,4,5,0,6,5,0,2,0,0,16.99
16.89,11.6,112.3,0.42241,2.57879,0,5,0,0,7,1,42,37,97,100,67,77,47,58,4,2,5,0,4,4,99,100,28.38
15.21,10.9,107.5,0.23573,0.14448,14,14,1,0,13,6,26,27,71,73,45,51,16,10,0,4,2,5,4,0,88,91,40.4
20.14,43.7,102.4,0.47878,1.18523,9,7,4,7,5,4,21,17,2,4,0,0,0,0,0,1,84,82,0,3,95,100,9.78
27.51,0,72.6,0.06109,0.40833,59,58,42,46,49,56,74,77,54,45,36,24,24,12,0,0,1,0,4,6,59,45,41.57
16.31,24.2,113.1,0.64529,1.29281,3,4,1,6,2,0,5,0,100,100,100,98,100,100,96,2,0,0,0,0,0,1,19.1
26.25,14.1,94.3,0.45983,0.02206,81,85,25,19,54,43,63,65,34,31,13,9,9,4,37,59,21,21,1,4,57,55,36.32
10.69,39.8,105.8,0.36966,0.86822,0,3,12,9,5,6,2,2,0,0,1,1,3,0,69,46,6,0,56,44,0,1,17.93
18.71,104.9,101.6,0.51386,1.3379,9,15,0,1,1,5,13,2,0,2,0,0,4,3,90,75,3,66,86,77,0,0,7.39
12.92,40.7,107.5,0.5627,1.47897,3,0,4,0,2,0,3,3,100,95,84,87,49,66,4,3,55,52,88,79,94,99,16.98
19.28,57.3,97.7,7.52101,0.36593,4,0,0,0,0,1,2,2,0,0,0,4,0,3,91,0,1,1,71,67,0,1,19.91
27.3,16.3,93.6,0.2959,0.90624,60,61,3,0,21,11,30,22,67,72,40,36,32,20,0,3,4,2,58,0,0,0,9.28
21.81,79.7,106.4,0.97185,0.83157,7,6,5,7,3,4,1,7,1,5,0,0,1,1,98,81,1,0,84,77,100,96,6.66
14.98,48.7,104.4,0.25996,1.33674,0,0,0,0,0,0,3,1,98,97,98,97,67,66,82,85,0,1,86,76,100,98,11.34
22.67,0,117.1,0.8381,0.29178,60,59,0,0,0,3,44,54,85,96,45,55,21,14,27,0,0,1,2,0,5,4,24.82
21.54,29.7,98,0.29084,0.35856,56,54,4,18,34,37,56,55,74,75,56,44,28,17,32,58,23,14,7,1,86,80,42.46
19.47,20,99.3,0.04224,2.17146,35,37,12,15,16,7,5,1,0,0,0,0,1,1,0,2,7,0,1,0,0,0,23.05
24.48,61.8,106.8,0.6953,0.72159,7,5,1,4,1,2,7,2,0,0,0,0,0,3,99,70,7,2,81,66,96,100,2.53
17.35,8.1,96.8,0.16447,0.11222,1,0,25,24,33,25,63,65,72,58,51,40,32,27,0,3,0,3,1,4,1,2,30.83
